Trajectories
100
,,Patient T:T10,,,Patient T:SACR,,,Patient T:NAVE,,,Patient T:XYPH,,,Patient T:STRN,,,Patient T:LASIS,,,Patient T:RASIS,,,Patient T:LPSIS,,,Patient T:RPSIS,,,Patient T:LGTRO,,,Patient T:FLTHI,,,Patient T:LLEK,,,Patient T:LATI,,,Patient T:LLM,,,Patient T:LHEE,,,Patient T:LTOE,,,Patient T:LMT5,,,Patient T:RGTRO,,,Patient T:FRTHI,,,Patient T:RLEK,,,Patient T:RATI,,,Patient T:RLM,,,Patient T:RHEE,,,Patient T:RTOE,,,Patient T:RMT5,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
10,0,-18.9237,-144.625,1232.39,-42.1254,-170.193,1163.03,12.2062,-495.924,1135.64,-18.2506,-463.604,1323.85,-4.82173,-433.007,1463.67,164.255,-373.681,1117.6,-183.037,-388.134,1118.7,58.9525,-167.534,1134.7,-123.474,-180.785,1125.99,162.189,-363.385,1064.63,237.917,-380.381,811.061,245.813,-346.306,561.224,253.827,-243.036,417.422,193.443,-22.4857,213.826,130.185,69.2284,209.682,166.513,-161.87,36.7236,239.947,-129.18,57.2829,-171.647,-392.083,1056.57,-218.585,-357.566,766.623,-195.285,-347.539,545.964,-175.76,-327.773,351.788,-115.986,-323.444,85.4564,-37.2882,-272.612,23.6211,-126.026,-554.22,42.4716,-189.459,-483.606,28.1256
11,0,-21.6172,-143.98,1232.73,-44.4592,-169.808,1163.49,11.1929,-495.492,1135.61,-18.7531,-464.167,1323.73,-5.27836,-432.507,1463.47,163.223,-372.862,1117.91,-184.162,-388.641,1118.41,56.833,-167.28,1134.69,-125.588,-180.456,1126.38,161.192,-362.985,1065.56,236.211,-382.242,812.999,245.703,-355.183,562.391,253.545,-251.3,420.234,192.968,-27.2687,220.123,127.896,63.5559,214.988,170.582,-166.55,42.0009,243.397,-132.627,63.5362,-172.522,-392.584,1056.2,-219.41,-356.381,766.593,-195.978,-344.735,546.027,-176.312,-324.052,351.957,-115.9,-317.485,85.5602,-37.4009,-266.549,23.7515,-125.959,-548.481,42.4343,-189.345,-477.553,28.2954
12,0,-24.4545,-143.801,1233.09,-46.5389,-169.414,1163.95,10.5214,-495.454,1135.71,-19.2773,-464.478,1323.88,-5.62675,-431.938,1463.47,162.259,-372.096,1118.8,-185.513,-388.463,1118.53,55.3137,-167.082,1135.17,-127.438,-180.217,1126.82,160.067,-362.393,1066.68,235.009,-383.438,815.161,245.411,-364.056,563.669,252.248,-259.608,423.251,192.181,-33.2494,225.272,126.113,56.7615,219.233,175.128,-172.018,46.4287,246.923,-137.324,69.2786,-173.827,-391.927,1056.22,-220.308,-355.111,766.419,-196.256,-342.052,545.901,-176.651,-319.636,352.004,-115.826,-311.47,85.7867,-37.3407,-260.849,23.9742,-125.954,-542.713,42.3348,-189.417,-472.061,28.3154
13,0,-26.7551,-142.824,1233.49,-48.0507,-168.887,1164.39,9.07373,-495.296,1135.76,-19.7743,-464.667,1324.24,-5.89742,-431.332,1463.72,161.078,-371.502,1120,-186.455,-388.475,1118.6,53.0546,-167.296,1135.34,-129.125,-179.969,1126.99,158.996,-361.774,1068.28,233.719,-384.368,817.328,245.201,-372.469,565.213,251.414,-267.131,426.586,191.384,-39.7239,229.358,124.407,49.4971,222.233,178.725,-178.741,50.105,249.735,-143.17,74.4587,-174.558,-392.037,1055.86,-220.333,-353.451,766.18,-196.95,-338.565,545.759,-176.803,-314.963,352.085,-115.736,-305.82,85.9766,-37.1859,-254.903,24.3483,-125.954,-536.842,42.2364,-189.348,-466.203,28.2511
14,0,-29.1892,-142.161,1233.98,-49.804,-168.383,1164.91,8.59539,-494.979,1136.39,-20.233,-464.745,1324.73,-6.15507,-430.777,1463.98,159.86,-370.844,1121.26,-187.416,-388.258,1118.67,52.0273,-166.712,1136.49,-130.608,-179.736,1127.37,157.682,-361.031,1069.61,231.713,-385.473,819.528,245.055,-379.79,566.937,251.2,-274.567,429.651,190.507,-47.02,232.289,122.781,41.5977,223.874,181.985,-186.45,53.1807,252.572,-150.632,79.0166,-175.819,-391.287,1055.89,-219.999,-351.496,765.593,-196.929,-335.51,545.816,-177.172,-310.188,352.066,-115.721,-300.024,86.1954,-37.412,-249.15,24.3936,-125.937,-530.862,42.1731,-189.316,-460.317,28.2382
15,0,-31.7616,-141.74,1234.33,-51.3264,-168.096,1165.7,7.16086,-494.457,1136.88,-20.6483,-464.774,1325.39,-6.44449,-430.11,1464.44,158.529,-370.149,1122.91,-188.426,-387.525,1118.95,50.7056,-166.011,1137.18,-132.009,-179.11,1127.83,156.508,-360.454,1071.02,229.894,-386.122,821.263,244.737,-386.851,568.701,251.647,-280.405,432.612,189.978,-54.6097,234.097,121.751,33.4336,224.105,185.074,-195.54,55.8148,254.484,-159.152,82.7646,-176.642,-391.159,1055.62,-219.712,-349.456,765.648,-196.905,-332.26,545.687,-177.328,-305.75,351.958,-115.795,-294.487,86.4378,-37.7733,-243.315,24.7607,-125.944,-525.07,42.1473,-189.326,-454.56,28.2651
16,0,-33.5933,-141.005,1235.01,-53.1997,-167.686,1166.06,6.04948,-494.1,1137.55,-21.012,-464.493,1326.02,-6.63795,-429.675,1465.03,156.935,-369.281,1124.36,-189.207,-387.18,1118.95,49.4083,-165.309,1137.87,-133.439,-178.385,1128.25,155.548,-359.823,1072.42,229.091,-387.32,823.49,244.35,-393.188,570.98,251.496,-287.254,434.818,189.352,-62.7929,234.666,120.868,24.6006,222.847,187.147,-205.781,57.9309,256.544,-169.109,85.6485,-177.745,-390.225,1055.53,-219.735,-347.493,765.311,-196.445,-328.786,545.377,-177.413,-300.879,351.97,-115.508,-288.428,86.7639,-37.1352,-238.309,23.7541,-125.711,-519.68,42.0645,-189.14,-448.443,28.2039
17,0,-34.9415,-140.305,1235.67,-54.1292,-167.548,1166.57,4.90776,-493.402,1138.2,-21.3184,-464.17,1326.61,-6.6925,-429.038,1465.64,155.673,-368.625,1126.09,-190.391,-386.23,1119.04,48.6013,-164.582,1138.92,-134.289,-177.827,1128.6,154.545,-359.078,1074.05,228.671,-389.208,825.782,243.711,-398.867,573.592,251.377,-293.674,436.78,188.902,-71.5587,233.903,120.499,15.5505,220.364,189.235,-217.079,59.5487,257.507,-179.866,87.3255,-178.031,-390.12,1054.78,-219.507,-345.252,764.94,-196.052,-325.37,545.529,-177.309,-296.423,351.859,-115.422,-282.877,86.9177,-35.1723,-230.521,24.7827,-125.6,-513.732,42.0791,-189.08,-442.732,28.2937
18,0,-36.6732,-139.602,1236.24,-55.4827,-166.392,1167.12,3.8936,-492.693,1139.03,-21.5742,-463.59,1327.29,-6.74669,-428.281,1466.25,154.163,-367.617,1127.43,-191.243,-385.601,1118.8,47.205,-163.231,1139.4,-135.298,-177.053,1128.94,153.407,-358.112,1075.43,228.299,-391.411,828.215,243.157,-403.818,576.228,251.083,-300.144,438.065,188.468,-80.8768,231.95,120.188,5.94065,216.474,190.345,-229.434,60.1603,258.869,-191.674,88.2387,-179.493,-388.246,1054.75,-219.262,-343.317,764.648,-195.792,-322.346,545.099,-177.113,-291.937,351.755,-115.313,-277.468,87.0417,-34.6236,-224.648,24.6969,-125.463,-508.101,41.9897,-189.052,-436.772,28.3691
19,0,-38.1705,-138.756,1237.13,-56.6556,-165.901,1168.03,2.6154,-491.781,1139.62,-21.9175,-462.919,1327.84,-6.82993,-427.588,1466.9,152.891,-366.739,1128.97,-192.284,-383.949,1119.08,46.4366,-162.115,1140.54,-136.345,-176.215,1129.29,152.536,-357.352,1076.99,227.775,-393.569,830.636,242.617,-408.186,578.53,250.261,-306.653,438.822,188.419,-90.8091,228.977,119.925,-4.51792,211.424,191.178,-242.518,60.0592,259.423,-204.296,87.8476,-179.913,-387.653,1054.24,-219.593,-340.827,764.135,-195.36,-318.874,545.016,-176.753,-287.571,351.982,-115.062,-271.819,87.3185,-35.1423,-218.805,24.7637,-125.397,-502.186,41.8643,-188.967,-430.79,28.3349
20,0,-39.8032,-137.847,1237.84,-57.4382,-164.756,1168.71,1.53517,-490.948,1140.21,-22.1925,-461.88,1328.54,-6.99322,-426.933,1467.5,151.931,-365.79,1130.21,-193.244,-383.463,1118.72,45.3016,-161.16,1141.35,-137.123,-175.183,1129.48,151.747,-356.461,1078.27,225.323,-396.351,830.741,241.706,-411.819,580.96,249.647,-312.725,439.351,188.302,-101.214,224.868,120.139,-15.2035,205.222,191.883,-256.584,59.4916,260.1,-218.194,86.6402,-181.219,-385.913,1054.35,-220.639,-338.934,764.097,-194.737,-315.46,544.941,-176.487,-283.039,351.977,-114.942,-266.299,87.6025,-35.9398,-213.116,25.2387,-125.388,-496.369,41.7629,-188.842,-425.14,28.2731
21,0,-40.9921,-137.116,1238.65,-58.4278,-163.881,1169,0.262691,-489.833,1140.69,-22.4197,-460.504,1329.18,-6.97496,-426.178,1468.16,150.944,-364.806,1131.44,-194.203,-382.334,1118.48,45.0822,-159.921,1142.2,-137.717,-174.104,1129.73,151.065,-355.569,1079.53,226.643,-398.166,834.765,240.582,-415.116,583.128,248.878,-318.663,439.12,188.404,-112.383,219.911,120.557,-26.61,198.028,192.476,-271.609,58.1995,260.544,-232.466,84.9357,-181.6,-385.025,1053.8,-220.946,-337.303,763.809,-194.669,-311.64,544.768,-175.933,-278.482,351.949,-114.742,-260.778,87.6373,-35.3658,-206.95,25.1454,-125.517,-490.37,41.7112,-188.749,-419.442,28.3016
22,0,-42.2169,-136.109,1239.5,-59.3829,-163.047,1169.49,-0.660805,-488.736,1140.96,-22.6003,-459.329,1329.6,-7.02469,-425.135,1468.77,150.247,-363.924,1132.4,-195.143,-381.168,1118.23,44.223,-158.583,1142.96,-138.36,-172.885,1130,150.318,-354.532,1080.88,226.56,-400.499,838.236,239.894,-417.96,585.28,248.309,-324.705,438.533,188.585,-124.01,214.057,120.919,-38.7417,189.369,193.349,-287.516,56.7478,261.35,-247.877,82.8529,-182.474,-383.239,1053.59,-221.652,-335.251,763.298,-194.141,-308.676,544.711,-175.694,-273.577,352.033,-114.635,-255.222,88.0072,-34.7797,-201.408,25.0324,-125.674,-484.391,41.6725,-188.769,-413.737,28.3748
23,0,-43.2171,-135.228,1240.32,-60.2977,-162.043,1170.05,-1.25345,-487.42,1141.38,-22.5116,-457.767,1329.97,-7.0918,-424.479,1469.02,149.467,-362.895,1133.24,-196.005,-380.141,1118.01,43.5639,-157.543,1143.69,-139.058,-171.529,1130.45,149.498,-353.467,1081.93,225.568,-401.381,840.122,239.105,-420.332,587.179,247.439,-330.778,437.438,188.902,-136.271,207.461,121.653,-51.6428,179.943,193.941,-304.635,55.1276,264.489,-264.466,81.0818,-183.024,-381.822,1053.47,-221.574,-333.127,762.603,-194.567,-305.06,544.427,-175.405,-268.961,352.118,-114.514,-249.589,88.1891,-35.9491,-195.243,26.2166,-125.647,-478.647,41.5305,-188.872,-408.019,28.4437
24,0,-44.1919,-134.395,1241.04,-60.7294,-161.232,1170.69,-2.32711,-486.144,1141.48,-22.539,-456.498,1330.15,-6.96867,-423.894,1469.43,148.81,-361.682,1133.97,-196.538,-379.204,1117.43,43.1209,-156.406,1144.18,-139.971,-170.913,1130.59,149.05,-352.752,1082.89,224.517,-402.484,841.845,238.478,-422.409,588.714,246.636,-336.701,436.009,189.183,-149.226,200.331,122.441,-65.2448,169.702,194.214,-322.121,53.4791,265.069,-281.279,78.3736,-183.203,-380.17,1053.41,-221.774,-330.448,762.309,-194.44,-302.166,544.246,-175.372,-264.263,352.17,-114.402,-243.957,88.2905,-36.3911,-189.993,26.6621,-125.587,-472.726,41.4844,-188.924,-402.223,28.4861
25,0,-44.9692,-133.361,1242.2,-61.861,-160.21,1171.14,-2.98076,-485.121,1141.58,-22.5697,-454.908,1330.26,-6.73609,-423.148,1469.74,148.34,-360.789,1134.57,-197.312,-377.832,1116.95,42.587,-154.979,1144.85,-140.446,-169.309,1131.05,148.397,-351.406,1084.15,223.172,-402.775,843.32,237.943,-424.34,589.9,245.662,-342.798,434.084,189.924,-162.42,192.424,123.621,-79.4815,158.859,194.853,-340.254,51.7505,265.947,-299.154,75.4675,-183.838,-378.808,1052.9,-221.759,-328.051,762.179,-194.543,-298.616,544.352,-175.373,-259.99,352.424,-114.299,-238.137,88.6211,-36.1258,-184.384,26.8509,-125.612,-467.175,41.3252,-188.944,-396.829,28.6475
26,0,-46.1925,-132.437,1243.24,-62.3262,-159.515,1171.6,-3.67809,-483.816,1141.48,-22.6989,-453.61,1330.18,-6.45208,-422.466,1469.85,147.58,-359.539,1135.24,-197.805,-376.909,1116.61,42.4239,-154.203,1145.32,-141.296,-167.641,1131.86,148.109,-350.282,1085.11,221.914,-403.421,844.441,237.398,-425.455,590.881,244.505,-348.745,431.636,190.825,-176.358,184.344,124.947,-94.5948,147.429,196.578,-359.361,49.9294,266.751,-317.468,73.2805,-183.327,-378.755,1051.9,-221.612,-325.927,761.755,-194.304,-295.208,543.984,-175.508,-256.88,352.289,-114.212,-232.376,88.8518,-35.8624,-178.506,26.7487,-125.594,-461.207,41.3082,-188.619,-390.926,28.6322
27,0,-46.9249,-131.549,1244.16,-62.744,-158.593,1171.91,-4.13997,-482.513,1141.23,-22.646,-452.059,1330.19,-6.35177,-422.04,1469.82,147.147,-358.485,1135.91,-198.289,-375.634,1116.36,41.7741,-152.782,1146.19,-141.617,-166.352,1132.09,147.744,-349.361,1085.99,220.689,-403.186,845.396,236.639,-425.982,591.469,243.159,-354.44,429.114,191.771,-190.625,176.016,126.1,-109.974,136.108,198.362,-379.481,48.403,267.981,-336.108,70.3384,-183.787,-377.255,1051.55,-221.766,-323.216,761.831,-195.034,-292.598,543.825,-175.643,-252.135,352.337,-114.092,-226.792,89.1377,-35.9318,-172.772,26.9479,-125.592,-455.501,41.2033,-188.63,-385.08,28.5424
28,0,-47.5482,-130.664,1245.11,-63.4045,-157.293,1172.54,-4.16196,-481.706,1141.16,-22.4961,-451.039,1329.99,-5.96617,-421.619,1469.72,146.666,-357.214,1136.63,-198.536,-373.685,1116.21,41.2114,-151.639,1146.89,-142.037,-165.281,1132.3,147.256,-348.162,1086.69,219.456,-402.783,846.213,235.815,-426.258,591.87,241.943,-360.002,426.23,193.099,-205.454,167.363,127.842,-126.69,123.571,198.288,-398.116,46.8818,269.563,-355.21,67.4879,-184.853,-374.826,1051.66,-221.826,-320.927,761.35,-194.896,-289.432,543.714,-175.203,-246.744,352.479,-113.901,-221.5,89.5048,-35.9621,-167.074,26.8607,-125.667,-449.646,41.1377,-188.711,-379.225,28.5445
29,0,-48.6822,-129.866,1246.17,-63.754,-156.41,1173.04,-5.06985,-480.335,1141.05,-22.2363,-449.742,1329.64,-5.42817,-421.072,1469.58,146.104,-356.037,1137.07,-198.718,-372.697,1115.87,40.7601,-150.452,1147.39,-142.533,-164.499,1132.33,146.984,-346.833,1087.41,218.037,-402.269,846.351,234.666,-425.752,592.408,240.523,-365.6,422.933,194.583,-221.044,158.634,129.951,-143.67,111.529,201.583,-419.113,45.7499,271.112,-374.72,64.7515,-184.962,-373.562,1051.38,-221.66,-318.87,761.03,-195.216,-285.59,543.35,-175.218,-241.784,352.732,-113.722,-215.849,89.6616,-36.4726,-161.551,26.9137,-125.303,-444.214,41.0501,-188.651,-373.186,28.6169
30,0,-49.5456,-129.076,1247.1,-64.1215,-155.139,1173.59,-5.27056,-479.268,1140.83,-21.9065,-449.026,1329.1,-4.98259,-420.805,1469.28,145.827,-354.804,1137.63,-199.01,-371.977,1115.39,40.215,-149.023,1147.95,-142.707,-163.24,1132.7,146.805,-345.947,1087.94,216.702,-401.414,846.634,233.119,-425.009,592.366,239.335,-370.699,419.49,196.229,-236.953,150.065,131.956,-161.56,99.724,205.348,-437.687,45.2567,272.588,-394.346,62.237,-184.946,-372.479,1050.67,-221.834,-316.254,760.825,-195.088,-282.999,543.207,-174.89,-237.271,353.038,-113.716,-210.311,89.6833,-36.1978,-155.702,27.2374,-125.305,-438.635,40.9479,-188.733,-367.74,28.7514
31,0,-49.9827,-128.179,1247.81,-64.3634,-154.109,1174,-5.49398,-478.167,1140.45,-21.3493,-447.929,1328.66,-4.35721,-420.567,1468.76,145.493,-353.563,1137.92,-199.241,-370.876,1114.82,40.0982,-148.229,1148.14,-143.096,-162.179,1132.73,146.543,-344.463,1088.53,216.391,-400.703,847.743,231.365,-424.685,591.595,238.2,-375.514,416.047,198.118,-252.973,141.598,134.272,-179.454,87.8287,207.257,-458.348,44.1186,274.467,-414.191,60.232,-185.085,-371.124,1050.1,-221.706,-314.051,760.32,-195.314,-279.855,542.902,-174.637,-232.86,353.052,-113.637,-204.808,89.8435,-36.2627,-150.044,27.167,-125.231,-432.861,40.9043,-188.56,-361.821,28.808
32,0,-50.2708,-127.421,1248.43,-64.7187,-153.524,1174.17,-5.71458,-477.2,1140.21,-20.7842,-447.132,1328.07,-3.68222,-419.992,1468.33,145.156,-352.364,1138.09,-199.405,-369.681,1114.47,39.4657,-147.159,1148.41,-143.36,-161.125,1132.84,146.488,-343.188,1088.73,214.107,-399.109,846.322,228.566,-424.097,590.579,237.952,-380.101,413.111,200.231,-269.741,133.526,136.999,-198.088,77.1481,208.259,-479.294,44.2614,275.795,-434.657,59.1516,-185.165,-369.717,1049.84,-221.409,-312.137,759.856,-194.897,-275.765,542.627,-174.438,-228.466,352.945,-113.39,-199.485,89.9341,-35.9543,-144.085,27.2787,-125.201,-427.267,40.822,-188.625,-356.072,28.8157
33,0,-50.7271,-126.867,1248.8,-65.2054,-152.751,1174.12,-5.73927,-475.994,1140.1,-19.9854,-446.17,1327.42,-2.92999,-419.706,1467.74,145.252,-351.486,1138.49,-199.259,-368.734,1113.94,39.1355,-146.133,1148.55,-143.46,-160.309,1132.84,146.532,-342.324,1088.76,213.368,-396.969,846.007,225.305,-422.458,589.478,237.279,-384.84,410.492,202.531,-286.905,126.085,139.954,-217.507,66.3665,207.655,-500.785,44.7775,276.017,-455.683,57.5477,-185,-368.595,1049.04,-221.352,-309.573,759.489,-194.437,-272.583,542.548,-174.324,-224.027,352.884,-113.176,-193.616,90.0928,-35.8999,-138.153,27.3991,-125.159,-421.492,40.7972,-188.457,-350.391,28.7681
34,0,-51.3935,-126.512,1249.08,-65.6669,-151.895,1174.16,-5.62923,-475.168,1139.58,-19.2249,-445.525,1326.43,-2.1838,-419.62,1466.84,145.416,-350.675,1138.74,-199.005,-368.097,1113.33,39.1463,-145.042,1148.66,-143.591,-159.368,1132.95,146.911,-340.817,1089,212.445,-395.058,844.715,222.307,-420.175,588.021,236.152,-389.809,407.816,204.83,-304.375,119.469,143.022,-237.089,57.0027,208.682,-520.912,46.1875,277.704,-476.142,57.3806,-184.824,-367.569,1048.59,-221.311,-307.11,759.183,-194.562,-269.289,541.983,-174.063,-219.804,353.013,-113.122,-187.818,90.1913,-35.9305,-132.921,27.1419,-125.179,-415.748,40.7639,-188.511,-344.46,28.7727
