Trajectories
100
,,Patient T:T10,,,Patient T:SACR,,,Patient T:NAVE,,,Patient T:XYPH,,,Patient T:STRN,,,Patient T:LASIS,,,Patient T:RASIS,,,Patient T:LPSIS,,,Patient T:RPSIS,,,Patient T:LGTRO,,,Patient T:FLTHI,,,Patient T:LLEK,,,Patient T:LATI,,,Patient T:LLM,,,Patient T:LHEE,,,Patient T:LTOE,,,Patient T:LMT5,,,Patient T:RGTRO,,,Patient T:FRTHI,,,Patient T:RLEK,,,Patient T:RATI,,,Patient T:RLM,,,Patient T:RHEE,,,Patient T:RTOE,,,Patient T:RMT5,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,11.7368,-141.381,1228.75,-14.3446,-169.25,1162.38,23.227,-498.698,1131.63,-10.2305,-466.126,1321.39,4.83388,-432.837,1460.72,182.436,-383.738,1113.85,-165.969,-381.179,1117.86,87.023,-170.942,1137.11,-97.5405,-177.676,1124.74,177.818,-370.038,1057.91,238.598,-344.285,797.297,227.426,-273.373,552.377,241.949,-167.408,407.695,189.135,6.96312,146.055,124.904,91.2194,114.276,158.516,-178.769,31.1999,231.432,-140.326,33.7538,-154.858,-387.519,1055.85,-196.238,-362.228,767.947,-180.407,-363.359,548.068,-169.46,-353.966,351.7,-116.325,-373.709,84.8061,-34.6511,-322.247,23.6392,-125.505,-605.453,44.3384,-189.557,-534.138,28.8198
2,0,7.95693,-142.336,1229.57,-17.6584,-170.646,1162.71,21.6855,-498.805,1133.1,-11.9358,-465.608,1322.24,2.96253,-433.369,1461.61,179.897,-383.512,1114.98,-168.049,-383.006,1118.72,83.7756,-171.097,1137.02,-100.477,-178.471,1125.27,175.674,-370.209,1058.75,238.263,-348.761,798.585,230.767,-281.21,553.548,244.649,-174.661,409.287,190.776,5.20989,152.775,126.304,90.7553,125.169,158.649,-174.523,31.1721,231.865,-136.325,33.7638,-157.017,-388.73,1056.11,-199.229,-362.251,768.187,-182.323,-362.001,548.375,-171.445,-350.894,352.203,-116.572,-368.348,84.8315,-34.876,-316.724,23.7188,-124.394,-600.937,43.8521,-189.61,-528.6,28.7358
3,0,4.27828,-142.97,1230.14,-21.522,-171.463,1162.8,19.9935,-498.904,1134.11,-13.5747,-464.863,1322.78,1.42247,-433.863,1462.54,177.671,-382.842,1115.86,-170.069,-384.459,1119.61,80.1758,-171.035,1136.65,-103.626,-179.436,1125.38,173.468,-369.847,1059.65,238.299,-353.193,800.077,234.004,-288.871,554.597,247.149,-182.507,410.24,192.327,2.80206,159.727,127.662,89.7633,136.194,159.422,-170.637,30.7951,232.476,-132.862,33.9558,-159.776,-389.214,1056.72,-202.367,-362.22,768.22,-184.291,-360.984,548.285,-173.167,-348.255,352.403,-116.742,-363.214,84.8106,-35.2452,-311.674,23.6991,-124.407,-595.086,43.4499,-189.539,-523.155,28.6186
4,0,0.663931,-143.186,1230.98,-25.0052,-171.749,1163.09,18.7226,-498.577,1135.17,-15.0881,-463.975,1323.1,0.00163268,-434.082,1463.07,175.551,-381.755,1116.67,-171.881,-384.521,1120.2,76.2884,-171.002,1136.27,-106.978,-180.133,1125.54,171.319,-369.024,1060.45,238.301,-357.878,801.432,236.963,-296.961,555.277,249.032,-190.423,411.125,193.689,-0.0912066,167.472,128.889,88.2202,147.796,159.784,-167.226,30.42,233.054,-129.88,34.4759,-162.34,-389.335,1057.17,-205.666,-361.617,768.113,-186.012,-359.765,548.028,-174.778,-345.342,352.374,-116.774,-357.976,84.7884,-35.4589,-306.167,23.7261,-124.579,-589.568,43.1341,-189.56,-517.52,28.5126
5,0,-3.26196,-143.83,1231.56,-28.3097,-172.136,1163.23,17.467,-498.112,1135.89,-16.2518,-463.105,1323.39,-1.08982,-434.11,1463.69,171.608,-379.822,1116.65,-173.95,-385.009,1120.76,72.7371,-170.476,1136.12,-110.156,-180.544,1125.76,169.251,-367.951,1061.03,238.64,-362.401,802.657,239.462,-305.069,555.951,250.775,-198.714,411.68,194.589,-2.87279,174.922,130.043,86.5907,159.364,160.358,-163.979,29.8507,234.025,-127.877,35.6637,-163.613,-391.019,1056.48,-208.584,-361.068,767.632,-187.504,-357.706,547.464,-176.054,-342.844,352.192,-116.561,-352.375,84.9101,-35.5213,-300.835,23.592,-125.818,-582.983,43.3109,-189.705,-512.215,28.4608
6,0,-6.63492,-144.358,1231.9,-31.5318,-171.946,1163.29,16.2543,-497.592,1136.14,-16.939,-462.788,1323.56,-2.19353,-434.366,1463.91,169.601,-378.239,1116.83,-175.752,-386.123,1120.38,69.1072,-170.254,1135.34,-113.177,-180.925,1125.49,167.747,-367.249,1061.66,238.966,-366.726,803.586,241.61,-313.206,556.778,252.022,-207.293,412.265,195.321,-6.18258,183.383,131.149,84.8968,171.096,160.278,-161.501,29.3704,234.583,-126.568,38.2201,-166.016,-390.874,1056.87,-211.284,-360.09,767.238,-189.181,-356.055,547.129,-176.763,-339.895,351.931,-116.509,-347.101,84.969,-35.362,-295.133,23.7395,-125.903,-577.38,43.016,-189.645,-506.34,28.2823
7,0,-9.99783,-144.49,1232.22,-34.9207,-171.796,1163,15.5925,-497.141,1136.23,-17.3898,-462.805,1323.73,-3.06388,-434.22,1464.01,167.866,-376.92,1117.02,-177.784,-386.69,1119.91,66.266,-169.248,1134.91,-116.096,-180.958,1125.53,166.223,-366.336,1062.29,238.886,-371.14,804.938,243.458,-321.24,557.618,251.902,-216.922,412.418,195.831,-9.78896,191.99,132.068,82.428,182.823,160.132,-159.462,28.8334,234.81,-125.799,41.7283,-167.532,-391.452,1056.83,-214.114,-359.508,766.923,-191.053,-354.207,546.908,-177.064,-337.318,351.885,-116.393,-341.469,85.0517,-35.5099,-289.483,23.6742,-125.937,-571.526,42.8959,-189.665,-500.779,28.2393
8,0,-13.0817,-144.834,1232.36,-37.6185,-171.261,1162.9,14.1865,-496.579,1136.02,-17.6841,-462.928,1323.87,-3.70469,-433.911,1464,166.652,-375.721,1117.27,-179.689,-387.226,1119.47,63.3039,-168.833,1134.56,-118.667,-180.947,1125.41,164.861,-365.485,1062.73,238.927,-374.869,806.585,245.017,-329.507,558.687,252.577,-225.669,413.524,196.091,-13.3809,200.077,132.716,78.9582,194.027,160.4,-157.846,28.5701,235.417,-125.914,45.7394,-169.061,-391.736,1056.78,-216.096,-358.852,766.776,-192.549,-352.377,546.707,-176.906,-334.967,351.785,-116.358,-335.926,85.2064,-35.5419,-283.772,23.7033,-125.948,-566.022,42.6514,-189.49,-495.114,28.1229
9,0,-15.7366,-144.655,1232.43,-40.0057,-171.112,1162.72,13.167,-496.198,1135.79,-17.9352,-463.108,1323.98,-4.32166,-433.506,1463.87,165.377,-374.607,1117.38,-181.275,-387.895,1119.03,61.4217,-168.15,1134.44,-121.404,-180.79,1125.69,163.594,-364.426,1063.61,239.776,-377.403,809.234,245.639,-337.798,560.05,253.118,-234.395,415.155,193.921,-18.0602,207.089,131.56,74.2545,202.418,162.785,-158.925,31.0089,237.083,-127.269,50.5945,-170.262,-392.163,1056.63,-217.478,-358.254,766.578,-194.13,-349.891,546.143,-176.023,-331.315,351.904,-116.042,-329.48,85.2355,-35.2468,-278.139,23.8204,-125.918,-560.218,42.5527,-189.439,-489.367,28.1321
